"id","comment_text","NOT","HOF"
hasoc_english_310579,"Oh Pak army or should say porki hijada army whose country didn't excepted the bodies of their dickless coward army during kargil war,army which submitted infront of Indian army in 1971 and east Pakistan became Bangladesh...And hijada army couldn't even save school childrens from merciless killings and Indian forces really  reached Lahore in 1965..",0,1
hasoc_english_310580,"He would be a lone boss with all the supporters shifts with kejriwal.",1,0
hasoc_english_310581,"We want to get rid of u Indians......why don't u hear our loud cries",0,1
hasoc_english_310582,"Only 13 % of jio customers converted into prime, so they extended d date😁",1,0
hasoc_english_310583,"Loot of people's mandate, is it democracy?",0,1
hasoc_english_310584,"again the same thing in eyes of judiciary he is not terrorist he is accused in our eyes is terrorist and he deserved to killed who ever keep a bad eye on our nation he are she should be killed without no mercy",0,1
hasoc_english_310585,"This problem is occur only in India not in other countries?",0,1
hasoc_english_310586,"POSITIONAL BUY JPASSOCIATE ON EVERY DECLINE 13.00-10.50-7.50-5.50 FOR TARGET 36 AND 56 (TIME FRAME 2-3 YEARS)",1,0
hasoc_english_310587,"In government office implement the online transactions... also all parties should show off their account transaction for running their elections in RTI.",0,1
hasoc_english_310588,"Dramebaaj anna kya bjp ki government aate hi lokpal Bill aur lokpal bhool gaye baat karne Mae sharm bhi nahi aatee",0,1
hasoc_english_310589,"Unfortunately this is wat indian govt is capable of doing!!!!...i dint vote for modiji to see such crap..",0,1
hasoc_english_310590,"it's coward like  u who backstab .... just wait and watch .. u forgot the day when 2 lakh porkis soldier were freed from India ... by the way what r u doing in indian news channel , dont your country have your own channels ?",0,1
hasoc_english_310591,"Hi Anuj brought  divis to days at 710 what to do and Tata motor dvr 275 any target",1,0
hasoc_english_310592,"People talk about common man suffering all the time.This is the same country where thousands laid their lives for freedom.Cant the common man endure little trouble to stand in queues for the greater good.",0,1
hasoc_english_310593,"I visited 5 atm but I cont able to withdraw from money..not working..",0,1
hasoc_english_310594,"I know you people of Nagaland  And Meghalaya hate bjp  But its the truth  2 lok sabha seats from those 2 states can't stop bjp  Assam and arunachal yes it matters  But these states are becoming strongholds of bjp day by day Including Manipur  Tripura  And sikkim",1,0
hasoc_english_310595,"Modi ji,  all the Pain & nö Real Gain.",0,1
hasoc_english_310596,"Hell with BJP. All political  parties are corrupt and I do not like anyone. They are there to only make money whomsoever you may vote.  But supporting Naxalites who kill our soldiers,  taking side of JNU students who shout "Bharat ke tukde Katenge" and Afzhal Guru tere Katil jinda hai and very recent "there is nothing wrong in chanting Pakistan zhindabad " are all attributed to this man. Hence he is decidedly antinational.",0,1
hasoc_english_310597,"It was mobbing the poor girl.... Instead of helping her... Jump into conclusions ....impulsive",0,1
hasoc_english_310598,"oh...i get it...he's saying 'screw you bajaj, for making me do this'!",0,1
hasoc_english_310599,"udhav has shown bjp its place,bravo shivsena",0,1
hasoc_english_310600,"Unebeivable atory. Some time back India was wrongly claiming surgical strikes in Pakistan and now claiming surgicam strike  by Pakistan. Wrong again.",0,1
hasoc_english_310601,"please advice about Bank nifty & how the NPA will benefit for PSU Banks ?",1,0
hasoc_english_310602,"Plz share ur view on astec life??  Bought at 675",1,0
hasoc_english_310603,"We should use offensive defensive strategy doctrine.learn lessons from Israel ..and give free hand to security forces and covert missions inside pak to bleed Pakistan.",1,0
hasoc_english_310604,"Tollywood Parbhas Die Heart Fans Where Is Parbhas Acting in Bahubali 2 😂😂😂😂😂Bahubali 2 it's Graphics Cartoon Movie Don't Compare Indian Cinema Bollywood Movies Khan Acting Aamir , Salman & Shahrukh Acting",0,1
hasoc_english_310605,"Shame shame & then these lowly so called educated civilised popation of Pakistan claim Pakistani army to be professional soldiers .... They true are professionals but are professional terrorists ..... Certainly not soldiers .... Not only India & Indians but the global world is now understanding & recognising them as professional terrorists.",0,1
hasoc_english_310606,"India must prevent Pak soldiers to cross LOC and their coming into India stealthily at all cost. For that purpose we should use bullets liberally. At the same time, India should also slap a trade embargo on Pakistan, and urge and  convince the US and other powerful nations to introduce economic sanctions against Pakistan for an indefinite period. Then only this terrorist state would be brought down to its knees.",1,0
hasoc_english_310607,"Haram - Pig Pig - Scavengers Scavengers - Eat dead Harm Dead - Mutilation Mutilation - Pakistan Pakistan - Pig",0,1
hasoc_english_310608,"On the other hand Reliance Jio is giving for 3k - 3 months subscription to Unlimited calling (STD, Roaming), Unlimited 4G (this means actual 4G speed).  Oh and wait, they extended this plan from 3 months to 4 for the early customers.  Airtel has got to lower their 4G/3G rates. For 1599 just 5GB internet? :|",1,0
hasoc_english_310609,"Mistry has to substantiate wrong doing by Tata Sons: Tata Counsel",1,0
hasoc_english_310610,"what is the view on suzlon energy in view of the purchase by canadian solar",1,0
hasoc_english_310611,"Baba always wants to encash the emmotional  atmosphere hes lost his sheen drastically dramatically.",1,0
hasoc_english_310612,"People will be happy if they have at 2 km",0,1
hasoc_english_310613,"Please don't lose the series.. It'll be Shameful to lose against this Australian team at home...",1,0
hasoc_english_310614,"Well said",1,0
hasoc_english_310615,"India has become a leading country in mobile data usage: Mukesh Ambani",1,0
hasoc_english_310616,"Agreed.",1,0
hasoc_english_310617,"Where is Intolerance indian Groups ....Where is all.khan .... Amir khan muslim...on talking Every thinks....",0,1
hasoc_english_310618,"Tweet or Hate ??",0,1
hasoc_english_310619,"Indian Express found Shirish Kunder more acknowledgeable personality    for front page news --- This is where standard of Indian express gone down -- Oh I forgot Wife of Sitaram Yachur is resident editor of Indian Express --- Then it is ok",0,1
hasoc_english_310620,"#ENTERTAINMENT | Karan Johar might have Justin Bieber to kick off the sixth season of #KoffeeWithKaran.",0,1
hasoc_english_310621,"But that's hypothetical. BJP will never win.",0,1
hasoc_english_310622,"Mohit Soni this is reality bro please read carefully",1,0
hasoc_english_310623,"5 lakh to both(unbiased approach) regardless of rank of medal👍👍, proud to be a footballer😐",1,0
hasoc_english_310624,"Pakisthan has got no guts to admit any thing true....liars",0,1
hasoc_english_310625,"I'm not a salman fan mate but i think you are a fan of zee news nano chit in 2000 notes and lets not talk about intellect here coz people who have low intellect judge people based on their choices",0,1
hasoc_english_310626,"----Majority of Kashmiris are pro-India but are unable to assert effectively in order to bring normalcy in Kashmir hence on invitation I will be going to Kashmir where with all the pro-India Kashmiris we (through political movement) will try to bring normalcy in Kashmir and also to solve Kashmir problem as mentioned at:-  http://aapress.com/ethnicity/indian/another-opportunity-to-solve-kashmir-problem/  OR  http://www.alwihdainfo.com/Another-opportunity-to-solve-Kashmir-problem_a43528.html  OR  http://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR  https://groups.yahoo.com/neo/groups/kashmir-global-network/conversations/messages/50215   Regards  Email: hemraj_jain@yahoo.com",1,0
hasoc_english_310627,"But lynching was never a part of the freedom struggle but how can the chaddis who were always chamchas of the British know that?",0,1
hasoc_english_310628,"Sham on you",0,1
hasoc_english_310629,"Dear India,  stop playing with the emotions of your people for votes.",0,1
hasoc_english_310630,"Why don't you compare the five worst riots post Independence and let's know where he faltered more than the Congress CMs of the other riot hit states",1,0
hasoc_english_310631,"I remember Japanese fan doing that during last FIFA world cup, now am wondering if Mizo's are decedent's of Japanese during World War II in famous battle of Kohima between Britishers and Japs 😝😝😝 P.s. Pun intended",1,0
hasoc_english_310632,"When is work on NH-8 getting completed? Particluarly Hero Honda Chowk??",1,0
hasoc_english_310633,"Anna hazare is agent",0,1
hasoc_english_310634,"Ask the khans to do it... Any ways they kill them when drunk.... And then start with being human",0,1
hasoc_english_310635,"You can be sure that the gunman was a white American (christian and not a muslim), otherwise the headline would read "muslim" and not "Beer-drinking" as the first word.  There would be more calls for Trump's  "muslim ban", which the world's laughing stock has failed to implement - but will the great Orange One now call for a "Beer-drinking ban"?",0,1
hasoc_english_310636,"If you cannot do any good for your country   at least support those who are trying to do something better for country. Today whole world recognise India just because of Modi.",0,1
hasoc_english_310637,"And these are the people promising not banning beef in the North East, hypocrisy at its best.",0,1
hasoc_english_310638,"You should not take this guy seriously.After all his only contribution is producing three children.",0,1
hasoc_english_310639,"All Indian Muslims are anti Indians just they are waiting to become how soon they will become majority people and grab India,and always their heart sympathy with Pakistan and out side they shows they love India,all farce.",0,1
hasoc_english_310640,"What the hell is happening 🤔",0,1
hasoc_english_310641,"man what's with you people copy pasting the same comment everywhere.. don't y'all get tired..",0,1
hasoc_english_310642,"Amma will always remain in our Hearts May her noble soul Rest in peace.",1,0
hasoc_english_310643,"i like",1,0
hasoc_english_310644,"As per Zee News 405 for seats for BJP in UP. Total constituency is 403. Two seats given by Zee News on free of cost.",0,1
hasoc_english_310645,"Irony is your display picture at one end you are happy seeing some one innocent dying and at other end you are praying to not kill an innocent",0,1
hasoc_english_310646,"What about Tata motors.. Has there been over reaction.. What's your view",1,0
hasoc_english_310647,"You army entered like thief's in our territory.  Your army-men are cowards. India did surgical strikes and informed informed your army.",0,1
hasoc_english_310648,"No one can defeat Modi now Bihari people might be saddened they dint elect bjp jdu a burden for them",0,1
hasoc_english_310649,"Anuj and Porinju of the view that markets will make a new high before the budget",1,0
hasoc_english_310650,"So called seculars ruled nation for 60yrs and they didn't even banned RSS......lol",0,1
hasoc_english_310651,"#salute you my friend",0,1
hasoc_english_310652,"This puppet came out for MCD election #chutiya",0,1
hasoc_english_310653,"They r getting benefits as those areas r not getting used that's why's , start ing roads will make them weak ,",0,1
hasoc_english_310654,"r u guys from dis university? Gaurav Seth PJ Anshu Mishra Shubham Singh",1,0
hasoc_english_310655,"It's alright. We lost a match not the series. Losing & winning is part of the game you can't always win every game. You win some. you lose some.",1,0
hasoc_english_310656,"So they fired across the border then went in to mutilate the corpses . Sorry I don't buy this at all.",0,1
hasoc_english_310657,"Do you see nifty hitting all time highs within this expiry??",1,0
hasoc_english_310658,"Yes sir. That, of course will happen. When cow become President, PM, CM, MP, MLA and human loiter on road foraging for food, dying after swallowing plastic.",0,1
hasoc_english_310659,"Let us accept the fact that We have a mini Pakistan here & many pro Pakistani anti national elements exists within the country. Which are being funded by enemy countries to weaken the integrity,peace & security of the nation by the help of few heavyweight traitors in politics. Be it in North- east, Kashmir or Hyderabad as long as a large section of fringe elements for their short term political or monetary gains prefer to destabilize the economy or national integrity following the support of external forces, resolving the issue of Pakistan or China will  be a distant dream for Mr Modi & his associates. Unless the rotten fishes are taken out from the pond we cannot expect a clean system.",1,0
hasoc_english_310660,"Winning elections is not important but living upto expectations of citizens.  These days people blindly vote for religion not development frankly speaking we need activists of all like minded people who want to experience unbiased development these group of activist should keep a legal check on POLITICIANS, beurocrats to see they are functioning properly and not squandering public money.  This is  only way to save our country from religion based and corrupt politicians",0,1
hasoc_english_310661,"Guess what...  All this happens daily right..??",0,1
hasoc_english_310662,"Congratulations!",1,0
hasoc_english_310663,"11000 or 11 Lakh. In the end, truth prevails and the truth is that Kejriwal delivers! Period!!",1,0
hasoc_english_310664,"True, any good work is opposed by group of vested interest.In fact our political parties often support such elements in search of vote banks. Aggressive media activism is also absent. Hi",0,1
hasoc_english_310665,"would like to know on Welspun india, REC, Wockhardt, GATI, and Metalyst",1,0
hasoc_english_310666,"True",0,1
hasoc_english_310667,"Guys.. how long we bear this nussiance. Are we so weak that we cannot give a befitting reply,,😡😡😡😡",1,0
hasoc_english_310668,".However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",0,1
hasoc_english_310669,"jokes are made very seriously , this is indian way of doing business -fear of uncertainty",1,0
hasoc_english_310670,"I am for freedom of speech but against the lampooning freedom of speech of another young person!",0,1
hasoc_english_310671,"if they not then their Image will be  further deteriorated",0,1
hasoc_english_310672,"We will see a new battle btwn Tata sons and shapoorjees..",1,0
hasoc_english_310673,"Mens blame .daily soaps for women s .mental violence against men",1,0
hasoc_english_310674,"And there was a time when we had Congress both at the state and at the centre, 15 years in Assam and 10 years at the centre, and most importantly a PM nominated from Assam!",1,0
hasoc_english_310675,"He  should be payed by police who kept the money with them. Or as promised RBI",0,1
hasoc_english_310676,"Yes, Antonio..for us, God is within us. So everything/everyone is a manifestation of God to the followers of the Sanatana Dharma.",1,0
hasoc_english_310677,"our President has no history like modi who kills thousand Muslims in gujrat",0,1
hasoc_english_310678,"Mouni baba open mouth",0,1
hasoc_english_310679,"Anna, unfortunately, has lost all credibility. He has conveniently forgotten the Lokpal bill.  He is saffron under the skin. Kejriwal on the other hand transformed the face of Indian politics. The major parties have quietly adopted everything he stood for.",0,1
hasoc_english_310680,"1). Rule says that loudspeakers should not be used between 10pm and 6am.  2)"If Muslims have the right to give azaan, non-Muslims have the right to sleep peacefully." High court verdict",0,1
hasoc_english_310681,"If india can fire on innocent civilians then mutilating their soldiers is fully justified",0,1
hasoc_english_310682,"Mohammad Usman. Get out from my country.  Partition was based on two nations theory. So ALL MUSLIMS SHOULD HAVE GONE TO PAKISTAN.",0,1
hasoc_english_310683,"I wanna meet the girl who said the iPhone is user friendly!!!",0,1
hasoc_english_310684,"But it's a big decision and TATA need to clear the air.",1,0
hasoc_english_310685,"Hello anuj sir your views on just dial after this rally will this continue or profit booking",1,0
hasoc_english_310686,"You are the best of all...💞  Our Cutiepie... All the best 😊 for your film 🎥 #PHILLAURI...💕",1,0
hasoc_english_310687,"please advice about Bank nifty & how the NPA will benefit for PSU Banks ?",1,0
hasoc_english_310688,"That will soon happen when china will be depend on Pakistan. Supporting Pakistan means end of humanity",0,1
hasoc_english_310689,"Hope u get well soon. My wishes for u. I got it there's no point wasting my time to make u understand anything. All the best buddy.",0,1
hasoc_english_310690,"Correption made essy becouse  2000rs note are big amount as compaire to 500rs and 1000rs.",1,0
hasoc_english_310691,"Please leave this secular stands, do something good to society",1,0
hasoc_english_310692,"In mumbai too many top politician will pray for his health",1,0
hasoc_english_310693,"Then what happens in pantry coach dedicated for catering in every express..do we really get food, meal from the picture above when we travel by indian railways? If yes then please let us know the name of the express...the fact is the railway passengers get pathetic food served in indian railways...",0,1
hasoc_english_310694,"There are many people who are dumb enuf to undrstand dese things",0,1
hasoc_english_310695,"Bhaiya sabse pahle ye hai kon... mahangaayi badhi to banwaas pr gaye hue the, Note ban pr ese ghayab hue jaise gadhe k sir se seeng, Patrol and eatables price hike pr to ye mr india ban gaye the k kahin dikhe hi nahi.  Or ab aagaye neend se jaag kar k chalo thoda publicity b lelun.",0,1
hasoc_english_310696,"Congratulations Bmp & Modiji, Please do something to develop India, Except good speeches",0,1
hasoc_english_310697,"Obviously haven't read about turning the other cheek. Funny kind of Christian fellow.",0,1
hasoc_english_310698,"Modi ji's elevation too was so ominous that some sickulars and antidemocratic individuals declared that they would leave the country if he becomes PM! Same black forces are now chanting the same mantras oblivious of the fact that this is 21st century and people can differentiate between chalk and cheese!",0,1
hasoc_english_310699,"NDA rules party 🎉 good governance 😝😝",0,1
hasoc_english_310700,"What has bjp done in last 10 yr in MCD...stop barking..do work now",0,1
hasoc_english_310701,"Thanks for acknowledging, I'm a Chelsea fan though so I'm happier than you too! :)",1,0
hasoc_english_310702,"Bhai this is not mainstream. Even Mira Rajput said third wave feminism is destructive.  And yes, mainstream feminists are indeed bullies. They keep on rioting and creating ruckus. They hate free speech, they conceal facts, they project lies etc (I have evidence for all of it. So please counter my perspective and not my facts)",0,1
hasoc_english_310703,"These were happening 24×7. But the administration was always in sleeping mode.",0,1
hasoc_english_310704,"Pm is lair means den u lair nd u praying god also lai",1,0
hasoc_english_310705,"She has been so priveleged all her life. But we have to work to meet our ends. We don't get to make our choices.",0,1
hasoc_english_310706,"please comment on rain industry  regarding today stellar result",1,0
hasoc_english_310707,"Royal Enfield is icon... its not possible to shake image",1,0
hasoc_english_310708,"Bank of England is ready to infuse £250bn of additional funds into the economy to help it tide over the economic crisis likely to be caused by Brexit.",1,0
hasoc_english_310709,"So called #GauRakshaks..... Claim that they r protecting 🐄 in d mother #Gaumata.... And dese #Gundaz sell der mother in d market...#Export der mother to the other countries.... when shes of no use for them...... #Shame on dese #Bhakts....",1,0
hasoc_english_310710,"communal feelings on peak in so called multicultural country",0,1
hasoc_english_310711,"Pappu is on leave till next election :D",0,1
hasoc_english_310712,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",0,1
hasoc_english_310713,"sharukh travels in a broad gauge ......steam engine reporter can stop whistling for every steam during the news",0,1
hasoc_english_310714,"Agreed..",1,0
hasoc_english_310715,"Heheheh how can you suppose that they care about their image? They (Pakistani) are heading toward to sell whole nation to China in the name of CPEC.",0,1
hasoc_english_310716,"Matt Ellis I would not believe a thing israel says, as israel lies like its sugar Daddy america. It too claims to be a country that cares but when you look behind the curtain there is nothing but lies, Hatred toward others and Death",0,1
hasoc_english_310717,"Will metals rally for sometime now",1,0
hasoc_english_310718,"Ram NATH ji Goenka must be feeling shame on his successors...",0,1
hasoc_english_310719,"Really Mr. Jack, then Plz reveal how much black money is destroyed, banks received around 99.8% of 1000, 500 notes back in accounts then where is the black money.",1,0
hasoc_english_310720,"He should be allowed to travel in goods train carrying beasts..he is as worth as they are. That luxary is more than enough for him (it!!!).",0,1
hasoc_english_310721,"Not surprised! Perhaps u did not hear d news of launching of cow -ambulance service in UP recently. No ambulance service for poor n needy but focus is on cow.Ridiculous!",0,1
hasoc_english_310722,"Haha, so 60 years no development, only loot !!! Good you accept now !!",1,0
hasoc_english_310723,"Pak Army intruded into Indian terrirtory, killed indian soldiers, had some laugh cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone?",0,1
hasoc_english_310724,"Heh turkey is the 3rd class pathetic country i know.",0,1
hasoc_english_310725,"Don't u think u r going too far u Son   of a B****........#Nigam",0,1
hasoc_english_310726,"BJP won 81 seats more than 50 seats of 2012. This is not win at all .84 seat win of Siva sena is land mark win according to this toilet paper",0,1
hasoc_english_310727,"�   ♥PYTHON♥BOT♥TEAM♥  ♪----» TAYYAB-XD.TK «----♪  ♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",1,0
hasoc_english_310728,"Surgical strike by Pakistan and we do surgical strike through media! Long live Modi diplomacy!  #SaveIndia",1,0
hasoc_english_310729,"No",1,0
hasoc_english_310730,"Digesting cattle food",0,1
hasoc_english_310731,"Mr. Kunder correct your facts. Prove it he is goon.",1,0
hasoc_english_310732,"Illiterates have started teaching to highest literacy rate people now. Do u know ur literacy rate in world among muslims ? It is just 0.27%. Horrible..! The lowest literacy rate among all religions.",0,1
hasoc_english_310733,"Our Hon'ble governor is Best  But Some one not ......",0,1
hasoc_english_310734,"For maintenance bajaj will keep the bike and you have to get it from the workshop when u need it",1,0
hasoc_english_310735,"Sitaram Yechury is an amiable person from the Marxist lobby dominated by the hardcore ideologues.As a member of the upper house he contributed very constructively.",0,1
hasoc_english_310736,"you mean investment made with relations and friends of the above",1,0
hasoc_english_310737,"We Still support Modi sarkaar rather than Chor Congress...Modi sarkaar is much more better & stronger than Chor Congress...",0,1
hasoc_english_310738,"If it is to be banned, then it should be banned for all other religions as well.",0,1
hasoc_english_310739,"Jio Effect. Its like Modi { Jio } and rest all.",1,0
hasoc_english_310740,"You can not escape from the sin of promoting this useless fellow",0,1
hasoc_english_310741,"ex pm spoke jst wt he has to speak as opposin member.other than ntng",1,0
hasoc_english_310742,"Sanghi dose mila hai Annaji ko fir se kyunki  Delhi me jo MCD election hai filhal.. Ab sab ko samajh gaye hai Lokpal aur corruption crusader kitne paani me hai aur kis k saath hai.",0,1
hasoc_english_310743,"This is time invest in bank stock specially SBI & Icici?",1,0
hasoc_english_310744,"Who care what she eat... Even she eat poo we don't care",0,1
hasoc_english_310745,"If i live in the country where mob behaves like this and have licence to kill then i feel shame...by ur logic..taliban is also right who stone to death people...",1,0
hasoc_english_310746,"Time to #LaughAtDeath. Have you tried it yet?",1,0
hasoc_english_310747,"Time come to close JNU  by government.  Why this type of Institute is run by wasting our tax money.  If JNU students have guts then please earn some money then pay your fees.  Why tax payer money wasted.  SHAMEFUL",0,1
hasoc_english_310748,"4 people died and Indian express finds humour in it..rip journalism..",0,1
hasoc_english_310749,"Lol Indian army 🐶pig army ha world 4 largest and 4 time greater  can't fight with  Pakistan  😂😂",0,1
hasoc_english_310750,"Modi banded 500-1000 notes. So his next step should be to band congress party",0,1
hasoc_english_310751,"Transformational and reinventing sustainable India. Also, rebuilding credibility of core Hindu value of live and let live with mutual respect for all.",1,0
hasoc_english_310752,"Kashmiris also not against people of india but Indian occupation",1,0
hasoc_english_310753,"What does the word cost mean? Does it take foreign debt into consideration? Does it consider human wealth?",0,1
hasoc_english_310754,"Cnbc tv 18  knocks out  competion  on BUDGET  congrats",1,0
hasoc_english_310755,"Fcuk off Shikha Sharma",0,1
hasoc_english_310756,"Mr. Narang it's just the matter of time, I am not stupid enough to believe that govts works for the betterment of masses.. you need to read thoroughly The Prince by Niccolo or the Republic by Plato. I am sure once this govt complete it's term in the office we will have bigger scams to quote... And that's what Dr. Manmohan Singh is talking about...",0,1
hasoc_english_310757,"hope car occupants are safe and unharmed.",1,0
hasoc_english_310758,"Hello, what will be Sun pharma in short term and long term?",1,0
hasoc_english_310759,"Tit for tat in the same way....modi request u to plz do action asap...",1,0
hasoc_english_310760,"For what reason?ifu",0,1
hasoc_english_310761,"Nothing new on it. Indians only gossip, take action instead of spreading failures",0,1
hasoc_english_310762,"It is remain to be seen how INC (UP-UTTARAKHAND-MANIPUR) will  attract FIRST TIME highly tech savy voters towards the INC as spikes in the recent UP poll pc points to the massive participation of this section in the poll. Moreover, MANN KI BATE directly points to this section relentlesly✔",1,0
hasoc_english_310763,"I want to upgrade from my 180 CC to 400CC",1,0
hasoc_english_310764,"tech mahindra down nd other it stock up like tcs infy wipro..",1,0
hasoc_english_310765,"she is just doing a cheap publicity stunt. may be she wants to be in big boss.",0,1
hasoc_english_310766,"Its like duke 390 why they took so much time to launch it.  Just give a name & changing some out look & reduce price ????",1,0
hasoc_english_310767,"No respect for him now",1,0
hasoc_english_310768,"Sehwag your comments made  no  sense  at all.   You should  not have made the stupid comparison.  There is a big difference cricketer  and a martyr .",0,1
hasoc_english_310769,"I bought One Plus 2 just about two months ago..2 days back I dropped it and got the entire screen cracked. Though it is working fine. But I am not able to repair it due to unavailability of service centre in Jammu & Kashmir... It's frustrating",0,1
hasoc_english_310770,"That's what happens when you can't discern between a military activity and an act of barbarism.     Remember the NLI, bodies of whose soldiers you refused to acknowledge during kargil conflict.      So, keep your knowledge to yourself and live in your own fantasy land.",0,1
hasoc_english_310771,"Cows are definitely gonna vote for Modi ji in 2019 ;)",0,1
hasoc_english_310772,"congress mukt bharat k saath saath Tumlogo ka v safaya ho jayega.....haram khoro..... 3 Yrs me 5000 Hindu ka converstion hua islam me .....is par kya bologe.....chutiya.  Party of India CPI.....",0,1
hasoc_english_310773,"Why am I not surprised. Another dictatorship begins to form",0,1
hasoc_english_310774,"A true legend... simply unparalleled... kudos to the greatest philanthropist...",1,0
hasoc_english_310775,"Stupid survey 👎👎👎",0,1
hasoc_english_310776,"Anna Hazard is a novice now. His voice has got no value.",0,1
hasoc_english_310777,"Isro copied my face book technology ---as simple as that",1,0
hasoc_english_310778,"Well Kuwait is an American colony isnt it?",1,0
hasoc_english_310779,"This time your post is much more positive then previous one Sir @udayan mukherjee :D",1,0
hasoc_english_310780,"We have enough support already . Turkey isn't our ally more like a traitor & have come to solve Kashmir issue lol",0,1
hasoc_english_310781,"I support his speech, RSS is divider of country, they do not want to stay peace in India. communal",0,1
hasoc_english_310782,"Perfect example of "Vridha asharam- when people can just see and repeat words which they have heard in early morning " Indian media is using AANA JI to take only wrong or negative  comments either it's for BJP or AAP .... but would say POOR PERFORMANCE",0,1
hasoc_english_310783,"This would be the first time in the history of Nobel Prize that a bitch's name is being proposed along with HUMANS...!",0,1
hasoc_english_310784,"Do you have any doubt? Why was he holding some many pistols and ammunition etc ?If he is not when police rounded up why was he holding up and firing at police?",0,1
hasoc_english_310785,"Of course nothing can be made in porikistan except training the militants.that was well known to chinkis & they took advantage of it they r colonising in pokistan looting thier reserves through cpec",0,1
