"id","comment_text","NOT","HOF"
hasoc_english_70,"@Almightywayne__: Fuck Red Malone man bitch ass niggah" could you please use complete sentences?",0,1
hasoc_english_71,"@ArizonasFinest6: Why the eggplant emoji doe?"y he say she looked like scream lmao",1,0
hasoc_english_72,"@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9" that's one sexy bitch",0,1
hasoc_english_73,"@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness"&lt;lmao!!",0,1
hasoc_english_74,"@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit",0,1
hasoc_english_75,"@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7" @AmJemieBenn",0,1
hasoc_english_76,"@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R" Awwwwe! This is soooo ADORABLE!",1,0
hasoc_english_77,"@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ." Damn Skippy lol",0,1
hasoc_english_78,"@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy"No bs must b &gt;30%chance",0,1
hasoc_english_79,"@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u" 0 rings 0 mvps 0 bitches lol",0,1
hasoc_english_80,"@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !",0,1
hasoc_english_81,"@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e" he's a pussy with not tattooing them nipples",0,1
hasoc_english_82,"@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee" but niggas act like bitches..",0,1
hasoc_english_83,"@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou" woof woof",0,1
hasoc_english_84,"@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6" yeah she's a hoe",0,1
hasoc_english_85,"@BlackNerdJade: Ok, sis." She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",0,1
hasoc_english_86,"@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer" gaywad",0,1
hasoc_english_87,"@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k" it wasn't even funny lol",0,1
hasoc_english_88,"@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx" fr ..... LULWHORE",0,1
hasoc_english_89,"@CASHandBOOBIES: I been kidnapped yo bitch",0,1
hasoc_english_90,"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican",0,1
hasoc_english_91,"@CCobey: @AydanMcCoy happy birthday nigs" Thanks yo",0,1
hasoc_english_92,"@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1" this bitch need to go!!!",0,1
hasoc_english_93,"@CaelanG15: "@22EdHam: @CaelanG15 that nigga was eating that hoe lol" Hell Yea lol john Paul" nigga said john paul.. http://t.co/OSIpBKPr9h",0,1
hasoc_english_94,"@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?",0,1
hasoc_english_95,"@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas" you better start looting my nig",0,1
hasoc_english_96,"@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.",0,1
hasoc_english_97,"@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R" me as a 9 year old",0,1
hasoc_english_98,"@CeleyNichole: @white_thunduh how come you never bring me food" i dont have a car retard",0,1
hasoc_english_99,"@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore" chill I brought like like 8 prople",0,1
hasoc_english_100,"@ChandlerParsons: How bout them Cowboys!!!!" Shutup pussy",0,1
hasoc_english_101,"@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI" &lt;bitch want likes for some depressing shit..foh",0,1
hasoc_english_102,"@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs"bitch plz",0,1
hasoc_english_103,"@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail."lmao bitch don't trick me again",0,1
hasoc_english_104,"@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.",0,1
hasoc_english_105,"@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr"okay, but she don't need to act like a hoe just bc she's "emotionally damaged" foh",0,1
hasoc_english_106,"@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;",0,1
hasoc_english_107,"@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""  &#128533;",0,1
hasoc_english_108,"@DBAB_Holloway: Check out our 12th man. #CowboysNation" even with all those faggot ny fans in the stands",0,1
hasoc_english_109,"@DGotBricks: What happen to them vixen ent bitches" they got ran and threw to the side like a foothill bitch",0,1
hasoc_english_110,"@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;" wow",0,1
hasoc_english_111,"@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",0,1
hasoc_english_112,"@DiamondLoudKush: The fuck be wrong with these bitches?" Nobody knows",0,1
hasoc_english_113,"@Dietrich1892: Yall shut up:p" make me bitch",0,1
hasoc_english_114,"@DionaIrish: I hate a "I'm pregnant" type of bitch.",0,1
hasoc_english_115,"@DoYou_Q: Got bitches in the DM but I don't ever read'em" which is y your top 3",0,1
hasoc_english_116,"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started",1,0
hasoc_english_117,"@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..",0,1
hasoc_english_118,"@DreadheadAri: she really asked me that dead ass serious tho, all i could say was "bitch wheet" LOL",0,1
hasoc_english_119,"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.",1,0
hasoc_english_120,"@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight." I do that pussy shit every day.",1,0
hasoc_english_121,"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;  They *are* fairy tale creatures.",1,0
hasoc_english_122,"@Ferocious_Ghost: @1stName_Bravo Aw." ...fag, don't tweet "aw" to me lol",0,1
hasoc_english_123,"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha",1,0
hasoc_english_124,"@Frosstyy_: @h0rheyd I didn't say anything tho" kiss me then faggot",0,1
hasoc_english_125,"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup",1,0
hasoc_english_126,"@G27Status: I could go for a fat ass bitch on my lap" same",0,1
hasoc_english_127,"@GEDMelle: 17 missed calls!!!! &#128544;&#128545;"Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",0,1
hasoc_english_128,"@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving" lmmfao &#128514;&#128514;&#128514;&#128514;",0,1
hasoc_english_129,"@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;" fuck yeah",0,1
hasoc_english_130,"@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;" ainna bruh",0,1
hasoc_english_131,"@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;"&#128514;&#128514;&#128514;",0,1
hasoc_english_132,"@GirlThatsVonte: Yall still going trick or treating this year or nah?"hell yeah ima be da sweet tooth bandit steal bitches bags n shit",0,1
hasoc_english_133,"@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from" damn you got hacked like fuck",0,1
hasoc_english_134,"@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!"lmfao",0,1
hasoc_english_135,"@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;",0,1
hasoc_english_136,"@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher"preciate that bitch roll up!",0,1
hasoc_english_137,"@HBMostDope: @1Jayee @PipinHoes used to send that bitch up",0,1
hasoc_english_138,"@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;",0,1
hasoc_english_139,"@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes." ...nah, I throw no look passes lmao",0,1
hasoc_english_140,"@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.",0,1
hasoc_english_141,"@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf" I'm doing this idc",1,0
hasoc_english_142,"@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other." ...why force the relationship in the first place?",0,1
hasoc_english_143,"@HornyFacts: Being single isn't an excuse to be a hoe." @TheOneMiss_Luu",0,1
hasoc_english_144,"@HoskinsTy96: White boy power bitch" black power bitch",0,1
hasoc_english_145,"@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!" Bro white dudes have no chill.",0,1
hasoc_english_146,"@IScoutGirls: @verbally_abrupt bitch where u been" Around the world and back. Where you been?",0,1
hasoc_english_147,"@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;" *by @anelylove *",0,1
hasoc_english_148,"@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.",0,1
hasoc_english_149,"@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x" lmao damn captain SaveAHoe",0,1
hasoc_english_150,"@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I" hot sox and legs",1,0
hasoc_english_151,"@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;" ooooow I bet you do",0,1
hasoc_english_152,"@JasminePore: If you dressed up as a cat for Halloween you are basic." ...or a pussy",0,1
hasoc_english_153,"@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo" @Pornhub get on it Katie&lt;3",0,1
hasoc_english_154,"@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it.". Says the guy who hits women out of bed. FOH",0,1
hasoc_english_155,"@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro" theyll never be loyal that y they hoes my nig",0,1
hasoc_english_156,"@KazAtta: @1TAKEHOV Oh man.. "its 5 am, you off a molly, ho where the fuck ya seed at??"" #fixed",0,1
hasoc_english_157,"@KelsieBelsi: You're not a man if you refer to every girl as a bitch",0,1
hasoc_english_158,"@KeyshawnSwag: Lmfao this cat started beating the shit out of me" my nigga finally got some pussy?!? MY NIGGA!!!",0,1
hasoc_english_159,"@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line" ooooow who tf said that trash!!?",1,0
hasoc_english_160,"@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha" lol anywaaaaaays..... haha",0,1
hasoc_english_161,"@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill" Yeah I'm waiting on that hoe Mayne!",0,1
hasoc_english_162,"@KingTeej_: Ol dirty foot ass bitches.." this was too funny to me.",0,1
hasoc_english_163,"@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;" HELL YEAH NIGGY",0,1
hasoc_english_164,"@KissMySmilee: Don't got time for bitches to be actin iffy.",0,1
hasoc_english_165,"@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!" This is still the early bird special. #ComeAtMeUT",1,0
hasoc_english_166,"@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl"  Smfh &amp; wonder why nobody decent wants them",0,1
hasoc_english_167,"@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU." BYE HOE!",0,1
hasoc_english_168,"@LODYCASH: dry pussy bitches always blame it on the condom&#128514;"&#128079;&#128514;&#128079;&#128514;",0,1
hasoc_english_169,"@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5" &#128557;&#128514;",0,1
hasoc_english_170,"@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back",0,1
hasoc_english_171,"@Latrobemark: You love these hoes more then money wats wrong these niggas",0,1
hasoc_english_172,"@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo." ...sounding like me over there lol",0,1
hasoc_english_173,"@LiLFridayHOE: Easy cum, easy hoe" That's a fact !",0,1
hasoc_english_174,"@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7" major fucking respect for Charlie Sheen.",0,1
hasoc_english_175,"@Lightskingawdd: Wish I had a bae &#128533;"  You got all the hoes tho",0,1
hasoc_english_176,"@Lil_Mike_12: Fuck twerking bitch can you cook ?",0,1
hasoc_english_177,"@Linniekravitz: @WesGodLaFlare bitch wtf" http://t.co/DaSmycxODB",0,1
hasoc_english_178,"@Lipe_the_Great: &#8220;@h0rheyd: "@Lipe_the_Great: Shut up zoe" fight me pussy&#8221; for zoe? I'm good, man." You are good ma'am. Move along now",0,1
hasoc_english_179,"@LolaaIsDope: Lmao fucking snake bitches" @ em",0,1
hasoc_english_180,"@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;" damn &#127807;&#128064;&#127807;",0,1
hasoc_english_181,"@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks" @dliming35 #bum",1,0
hasoc_english_182,"@M_Rad: &#8220;@DezDLT: "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao"@soccerboy_04",1,0
hasoc_english_183,"@MadFlyentist: Oregon chokes every year get off the field trash ass program" RFT",0,1
hasoc_english_184,"@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever" ..dude cried like a bitch on tv, over Romo",0,1
hasoc_english_185,"@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR" This is why there's black people and niggers",0,1
hasoc_english_186,"@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch" potent",0,1
hasoc_english_187,"@MaxMayo77: http://t.co/3Jk4kR44X3" a pissed lad past out. I would lick his dirty soles while he slept.",1,0
hasoc_english_188,"@MaxMayo77: http://t.co/PrrskknqRv" love frat boy w/ soft long soles",1,0
hasoc_english_189,"@MaxMayo77: http://t.co/XpSC3makgJ" sexy lad with hot soles and arches.",1,0
hasoc_english_190,"@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes" depends on the female i feel",0,1
hasoc_english_191,"@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;" I got hicks lol",1,0
hasoc_english_192,"@Migsmichelen: This new twitter is confusing the shit out of me." Go back to south america bitch",0,1
hasoc_english_193,"@Miikito_x3: Toto means ass or vagina?"I think pussy cause toto santi is like nasty pussy",0,1
hasoc_english_194,"@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;"Her ass must be fat!",0,1
hasoc_english_195,"@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;" dis why i love miley :*",0,1
hasoc_english_196,"@Montrell_: I'm tired of bitches saying I look mean.. &#128530;" nigga you big af, wear tight shirts, and grim everybody.",0,1
hasoc_english_197,"@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm" #Climate",1,0
hasoc_english_198,"@MvckFadden: "Stay beautiful you bitch",0,1
hasoc_english_199,"@NICKIMINAJ: #WutKinda  r purple. Ceeeleee"man this gurl was jus playin on the "stupid hoe " track. But in still shitted on sum gurls",0,1
hasoc_english_200,"@NastyCopper: Money getting taller and bitches getting blurry",0,1
hasoc_english_201,"@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;" I'm obsessed with mine &#128529;",0,1
hasoc_english_202,"@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP" @J_Austin12 I meant to do this one. Smh.",0,1
hasoc_english_203,"@NoChillPaz: "At least I'm not a nigger" http://t.co/RGJa7CfoiT"  Lmfao",0,1
hasoc_english_204,"@No_FAKINGG: People always asking me what I'm mixed with." She a bad asian bitch lol",0,1
hasoc_english_205,"@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward" but at least he isn't a cripple like your hero Roach lmaoo",0,1
hasoc_english_206,"@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL"  that show was everything tf",1,0
hasoc_english_207,"@OfficialReplay: I am lowkey tired." ...if you tired, be quiet and go to sleep hoe!",0,1
hasoc_english_208,"@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK",0,1
hasoc_english_209,"@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;",0,1
hasoc_english_210,"@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!",0,1
hasoc_english_211,"@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was " don't be a pussy and speed up" lol",0,1
hasoc_english_212,"@PoemsPorn: Quote this tweet with your favorite animal."pussy",0,1
hasoc_english_213,"@Poetic_Success: I hate when strippers tell you they're "dancers". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!",0,1
hasoc_english_214,"@Poffalicious: Andrewbryant: Poff has double vision after 2 beers Poff: ... Double pussy &#128526;" smh",0,1
hasoc_english_215,"@Poobie_: When bitches TWERK on the computer....  ME: "In ya &#128089;, in ya damn &#128089;&#8252;&#65039;",0,1
hasoc_english_216,"@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",0,1
hasoc_english_217,"@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.",1,0
hasoc_english_218,"@QUAN1T0: These bitches don't care they just play that role.",0,1
hasoc_english_219,"@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree." @Iemonaids dis bitch in da wrong tree bro.",0,1
hasoc_english_220,"@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM" ....dudes a fag",0,1
hasoc_english_221,"@RachieSoul: @DizzleOfficial inna di ghetto!!!" You alone lmaoo",1,0
hasoc_english_222,"@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin."I teach u how to get curved? That's all I know",1,0
hasoc_english_223,"@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .." s/o to the ones that can do both!",0,1
hasoc_english_224,"@RenegadeMo: Fat hoes get chose" lol",0,1
hasoc_english_225,"@RiahSM: #hoesaintloyal" well they're hoes,no one expects them to be loyal",0,1
hasoc_english_226,"@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass" http://t.co/AmcOinY0wG",0,1
hasoc_english_227,"@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad" lmaooo",0,1
hasoc_english_228,"@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls" lol bitch fuck you",0,1
hasoc_english_229,"@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory" Me: *rolls on the floor, laughing*",0,1
hasoc_english_230,"@Samirahusic_: "I don't want to have sex with my gf because I feel like I'm using her.." - anonymous" Whata faggot",0,1
hasoc_english_231,"@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT" @ somebody, bitch if you don't",0,1
hasoc_english_232,"@Shaa_Jenkins: If ya bitch always bitching clearly she care!" Or just an annoying Bitch!",0,1
hasoc_english_233,"@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;",0,1
hasoc_english_234,"@SheWentToJordan: Can't worry about a bitch that ain't worried bout me" #real",0,1
hasoc_english_235,"@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.",0,1
hasoc_english_236,"@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!" &#128557;&#128557;&#128557;",0,1
hasoc_english_237,"@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;",0,1
hasoc_english_238,"@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;"Broke hoe problems &#128514;&#128514;&#128514;&#128128;",0,1
hasoc_english_239,"@SmeegBaby: Dese hoes be LYIN to all of us nigga",0,1
hasoc_english_240,"@SnakecharmsDump: http://t.co/4b427dQZCV" oh yeah fuck that bitch",0,1
