14610	Sponsorları olmasa evden çıkamayacak kızlar ahkam kesiyor amına koyim	1
14783	@USER Makarna zaten basit bi şey değil mi daha ne kadar orospu olunabilir makarnada sjdkdk	1
21851	Halkın takımı diye övünüyoruz ama bilet fiyatlarının maşallahı var kredi çekicek yakında taraftar sevdiğine kavuşmak için @USER	0
28805	bana andaç yazmak isteyen var mııı	0
41594	@USER @USER Çok enteresan! Telefon sizin uykunuzu doğru ölçemez. Çünkü uyku verisine ulaşamaz. Kişinin ancak belirttiğiniz anı veya hareketsizliği ölçer. Her iki durumda da veriler sağlıksız ve geçersiz olur. Yani araştırma telefon araştırması. Özetle çöp.	0
39989	Hanımım olsa tam böyle olacağım derse gitip maket yapıp hayyyyyvanlar gibi fm19 oynuyorum	0
21561	Olsun sizin de IKEA’nız var 🙃👊🏻 @USER	0
38620	“Cennet Mahallesi” izlemenin bile görece daha iyi aktivite olduğu bazı anlar hepimizin hayatında var sanırım 😔	0
14935	Anneannem iftara çağırdı keske sihirli annem betüş gibi sihirle gidebilsem hemen	0
24347	50 dk dır yemek siparişim gelmiyor galiba evde açlıktan ölücem.. bu twitte size hatıra kalsın dostlar görüşürüz	0
25103	@USER Comolliyi kovmustur insallah gidip gelene kadar	0
44036	Derdi #GALATASARAY olanlara geçmiş olsun Hastalığınız Bir Ömür Sürecek Çünkü Galatasaray Bir Ömür  BAŞARILARIYLA KUDURTMAYA Devam Edecek💪🏻🤪😅😅 #nihatozdemiristifa #Galatasaray #İstanbul	1
41534	@USER @USER Tatil yapsa neolmuș, okadar yüksek tempoda çalışan birisi elbette tatil yapacak, șarj olacak, en tabii hakkı.	0
27864	#UgurMumcu #GaffarOkkan tükürülesi suratlara karşı bahar çiçekleri gibiler...onlara uğurlar bize de yazıklar götümüze kazıklar olsun...	1
24901	#MeşalelerHazırYANALım   Emenikeyi döveee döve koşturan slimaniye neler yapar hele o freye reyese ALLAH ımmm elimiz kaşınıyor açıkla açıkla hadiiii	0
19057	Bence bize bir sürpriz hazırlıyosunuz sayın bakanım 😱   @USER    #AgustostaÖgrtEk40Bin gibi.👩🏻‍🏫	0
38962	Değer olarak ardayı kılavuz alıyorsan bi pusulana baktır	1
18227	@USER merhaba 15 Temmuz darbe girişimi diğer operatörler gibi sizde kınamayı dusunuyormusunuz ve hediye dk ,gb  vermeyi dusunurmusunuz?	0
32408	Akşam hedef belli... Kempton Park 😊	0
19367	@USER Bazı insanların varlıgı bile mutluluk sebebi,	0
11943	baba yurdu hayretme başucu (yön) halojen #itirafvakti kocakarı masalı	0
31577	Herkes bir gün öldürür sevdiğini lakin biz her gün öldürdük	0
18878	Deli gibi Yalın dinliyorum. Dinlemediğim hiç şarkısı kalmadığında vazgeçerim sanmıştım. Sen harika bir adamsın ❤ @USER	0
27437	Bence sonuç çok normal. 1. Lig çok zorlu. Herkes herkesi yenebiliyor 🧐	0
24516	Matematikçinin fan hesabını açmışlar çıldırıyorum skkxmslsödğdöv	0
34760	#perşembe bak biz oruç tutuyorsak kuşlarda oruç tutmayacak ya hadi penceremizin önüne artan ekmekleri ve su koyalım daha çok sevap olacaktır.Günaydınlar🐤🐦🐔🐶🦅🙏🙏	0
30913	Ben seni değil içimdeki seni sevmişim meğersem.	0
17699	@USER Allah mekanini cennet eylesin kuzum ,sizlere uzun ömürler versin ..	0
32246	sevilmekten daha çok sevmeyi özledim, birini koşulsuz sorgusuz şüphesiz sevmeyi.	0
26074	Bu saatte candy crush oynayacak kadar seviyor muyum bu hayatı gerçekten ya	0
19147	@USER asıl marifet buluttaydı ama herkes yagmura şiir yazdı	0
29323	@USER Bıcırık hanım haklısınız fakat ben artık seçemez oldum ne yanlıştır ne hakikattir. kafamız allak bullak birde bilemediğimiz birsürü mesele yükleniyor üzerimize..	0
37293	Kaşarlığını yüzüne vursam, " kaç santimdi ?" diyeceksin.   Neyin gururu bu?	1
21087	Çevrim içi oluşunu izlemekte sevdaya dahil mi ?@USER	0
27695	Günaydın arkadaşlar sizde uyandığınıza pişman mısınız ?	0
18682	Ortanca çocuk çok sıkıntılı ya varlığı bile unutuluyor bazen 😂	0
19896	Acayip bir moralsizlik. ..  nedir anlamadım.	0
17049	@USER @USER Boşver takma gül :) "Millet ne der" diye düşünürsen hep, çok zarar görüyorsun.	0
24309	Abi klavyemde uğur böceği var herhalde 1 2 gece konuştuğum kim varsa sevgili yaptı lan ben hala sap bu ne aq	1
15574	'Öyle zaman olur ki, odada yalnızken bile “yok oluverir” insan, bunun nedenleri çoktur, kişi yaşarken bile ölebilir. '      Franz Kafka	0
34106	Erkenci Kuş’un tarihin en iyi dizilerinden biri olduğunu her zaman söylemişimdir.	0
34868	@USER Eyvallah kardeşim elimizden geldiği kadar :)	0
18380	@USER işte beni engellemiş ona yazamıyorum sana menşın attım akjajwjsj	0
35114	Bu zamana kadar yaşattığım herşey için özür dilerim.	0
13837	Uyandık mı uyandık. Orada problem yok. Ama sor bakalım, nasıl uyandık? Niçin uyandık? Uyanmak istedik mi? Gönül rızasıyla mı uyandık?	0
30974	Nankör insanlar , hayatımın kapıları size hiç kapanmıycak	0
20331	Nerdeki suriyeliler gitti memleketine Bursa merkezde Türk yok ya... aşırı üzücü :((	1
35614	2 ayın sonunda okula geliyorum bi karşılama kutlama falan yaparsınız artık	0
42367	@USER Kova,asc boğa,kova stelyumluyum bir de üstüne teşekkür ederiz 🧡🧡	0
34348	her işe burnunu sokan insanlar sizi valla tokat manyağı yaparım	1
37502	Ah bu ben hep olmazlara meyilliyim..	0
26133	@USER Çok korkunç rüyaların terli sabahlarında	0
25014	Kimsenin kimseyi dinlediği yok.   Sadece kendilerini dinletecek birilerini arıyor insanlar..   ~Pia	0
27934	böyle olmamalıydı, nasıl olmalıydı bilmiyorum ama böyle olmamalıydı.	0
44523	@USER @USER @USER Şu an tatilde antalyadayım. Uçağa binmeden önce hangi GSStore a uğramanın derdindeyim ... Denk getirirsem alt üst edeceğim dükkanı. Nasip olmazsa netten alırız artık ... Destekleyin arkadaşlar, tek Galatasaray’ımız var ...	0
31330	@USER yok valla hatrını sorayım dedim..	0
40965	Şuan saha da olan takımın hepsi 1 bira içip girdiler. Yedek klubesi maça hazırlanıyor hepsinin elinde tuborg. Teknik direktörün zaten kafası şuan güzel	0
21457	Bizim çalışanlardan biri iğnesiz, sıkıştırmalı küpe kullanıyor, ver lan bir bakayım bende nasıl duyuor dedim taktım, onu da kulakta unutup eve gelmişim, şuan annemi kedi kesmediğime inandırmaya çalışıyorum	0
25142	@USER    @USER    Asgari ücreti 2500 den aşağı yaparlarsa kendileri bilir artık yeter destekte bir yere kadar yerelde çok büyük sıkıntı var memleketi nebi-den selamlar	0
16210	@USER Dondurmanın bu kadar lezzetli olduğunu bilmiyorduk.ömercik	0
11123	@USER 2016 puanlarımız yanmadan,      GIDA MÜHENDİSLERİ 300-400 degil en az 1000 sayıda atamayı hak ediyor.       Yüksek puanlar ile açıkta kalıyoruz bizleri görün lütfen       #GTHB5BİN      #5BinGıdaMühendisi      @USER @USER @USER @USER...	0
36766	Gündemleri takip edince başkan adaylarının destekçileri sanki 2 farklı milletin savaşa ordusu gibisi duruyor. Yav hala anlamadınız mı? Ayrışarak, düşman olarak olmaz. Çanakkale ruhu olmazsa, mutluluk olmaz! Hayırlısı kimse o olsun. #İstanbul #Secim2019	0
16488	@USER *Dini bayram ikramiyesi    *Liman Başkanlığı personelinin haftasonu, resmi tatil ve dini bayramlardaki çalışmalarına ücret ödenmemesi sorunu (Gümrük yolluk adı altında almakta)   *GİH personelinin teknik kadronun işlerini yapmasına rağmen arazi tazminatı almaması sorunu	0
25774	Keşke hayallerimizi gerçekleştirip daha çok anı biriktirebilseydik..	0
42503	@USER Yo kız güzel onu söylemek istedim sadece	0
45651	@USER Kesin gerizekalılığını çaktırmıyordur😂😂 egolu kadınları sevmem. Senin zeki ve güzel kadın dediğin ego manyağı oluyor. Çok var onlardan. Hele bir de hiç evlenmeden 40 yaşını geçmişse yolunu değiştir, aynı sokağı bile kullanma 😂😂	1
22124	@USER Aç gözünü seyret tekrarı yok bunun	0
41841	Wuxian sorun çıkarma diye yalvarmaktan bir hal oldum	0
16909	Şerefsizliğin dibine vuruyorsun be canısı.	1
42841	@USER Profile İletişim uzmanı yazmış bide inanılır gibi değil!!!   Bence senin uzmanlık alanın daha farklı alanlarda olmalı insanları çekememek gibi    İnsanların eğlenceleri seni neden rahatsız etsin  ki Teyze ?	1
34313	Gamzemi satıyorum hiç kullanmadım fiyat için ulaşın...	0
18536	@USER Dunyada şimdi onunla yan yana bulunmamamız kadar mantıksız ve luzumsuz ne vardır acaba	0
44075	@USER @USER @USER Klasik fenerlinin üç günü; ilk gün Galatasaray ı UEFA'ya şikayet, ikinci gün Galatasaray ağlama, üçüncü gün Galatasaray transferde usulsüzlük yaptı. Adamlar trajikomik ağlama deyip üç günün ikisinde ağlıyorlar.	1
33100	Sabah namazı şahitlidir...   ( İsra sûr 78 ayet) .....	0
25119	@USER @USER hayvanı sevgisi olyanı insanın sevgisi olurmu bu admı bulupı kopekı kulbsine baglsınları	1
15783	@USER Çomar mısın oğlum sen ne alaka	1
39158	Kendisin de şeref olsa bütün emeklilere bu şekilde seslenir mi? Hala gaspedilen haklarımız varken bu ikramiyenin lütuf diye sunulması bile densizlik...	1
25664	bakın hiç yemedim ama bangtan yedikçe canım kimchi jjajangmyeon ve ramen çekip duruyor çıldırcam	0
40078	İhaneti ve vandallığı bir yana bırakalım. Bu dümdüz enayiliktir. Dünyaya karşı aptal olup kendi milletine geçirdikçe geçiriyor bir takım insanlar....   #KazDağlarınaDokunma	1
10543	@USER Pkk/Pyd'nin sivillere yönelik kaçanı öldüren, zorbalıkla dolu tavırlarını gösteren onca görüntüyü görmemek ve batı ağzıyla işgal demek; bu zulümlerin destekçisi olduğunun göstergesi.    Kasıt ile azami dikkat arasındaki farkı görebilmek için Kilis'e atılan füzelere bakmak gerek.	0
18779	Yoksa, Akparti projeyi farkedip projeye müdahale mi etti?	0
41316	Marcaonun kırmızı kartında ki suç ilk önce orta sahayı bu kadar güçsüz bırakan teknik heyettedir. Ölmeye 3 günü kalmış selçukla deplasmanda oynarsan lige yeni çıkmış denizli çakar affetmez	1
21035	@USER @USER Bu taraftar anlık başarıya aç kimseye kredi verecek halimiz kalmadı. Yapılanmaya saygı duyuyorum geleceğimizi hazırlıyoruz ama geçiş sürecinde, özellikle bu sene için nokta transferler yapılmaliydı.	0
13984	Ya çok umutlanıyoruz... Gidecek diyoruz da şimdi bunlar kesin bi hinlik yaparlar yine kazanırlarsa.. 😒 Rahatlığa kapılıp dikkatsiz davranılmamalı.. #HalkArenası	0
38884	Gerçekten iyi insanlar iyiki varlar	0
17872	#FreeEbruOzkan İsrail bizleri tutuklayarak Kudüs yolundan alıkoyacağını düşünüyor      Bizler yıktığınızı yapmaya geliyoruz      Bizler ağlattıklarınızın göz yaşlarını silmeye geliyoruz      Bizler yetim bıraktıklarınızın başını okşamaya geliyoruz      Biz adaleti tecelli ettirmek için geliyor	0
43697	@USER Bu ülkede Mustafa Kemal'e laf söyleyen bir kitle var. Size mi laf söylemeyecekler.Bu kitle bir operasyonla bu topraklardan alınmadıkça kanser etkisi ile bütün iyi olanları yok edecek. Siz takılmayın bunlara. Sevgiler	0
12881	@USER İkisi de yokluktan GS'da oynuyor...nerede Ujfa-Popescu gibi adamlar..	0
31202	aniden sana gelip sarılsam ne yapabilirsin ki?	0
42154	dinimiz üstünden iğrenç şeyler düşünecek yazacak kadar düştünüz mü... Ülkemde yapılan her şeyden tiksiniyorum	1
40220	@USER Öyle bir aidiyet değil be kızım.	0
27152	@USER teşekkür ederim niye özür diliyorsun	0
42091	@USER @USER Rahatsız olduğun malazgirt zaferinin tv lerde yayimlanmasi mi yoksa Erdoğan düşmanlığı mı?	0
35497	@USER Toplumsal konuları halletmeden, istedikleri kadar onu yaptık bunu yaptık desinler.Kimse umursamıyor.İstanbulda yaşayan ailem bu konuda karar vericek?	0
42047	Pegasus sen ne rezil bir hava yolusun  kardeşim ya	1
15881	@USER Senden haber almadan nasıl çıkarım yollaraa	0
18990	@USER Mutluluk sadece paylaşıldıgında gercektir,Into the Wild	0
37953	Kendinde mantık ara, eksi bol gerek var artılara .	0
32904	@USER Yakındır fatih bey siz de dahil olmak üzere hepinizin anasını sikicez. İpte sallandırıcaz yine sizi	1
26958	@USER Ben de cok seviyorum, ama baglaman alakasiz olmus ama sev tabii, dillendirince gucleniyor <3	0
40281	@USER O kadar hava attın tatile gidiyorum diye birinin nazarı değdi	0
33355	@USER Başakşehir ve bjk Bizim standımıza gelecek, asıl onların işi zor.	0
14120	@USER Kürekle nasıl alacan.. Diyelim aldın gün boyu nöbet mi tutacan balkonda	0
21711	Herkes de ilkmiş gibi geliyodu ama sende sonmuş gibi geliyor işte onu aşamıyorum	0
29424	birbirinden güzel 14 şarkı keşfedip indirdim ya bu duyguyu çok seviyorum	0
33029	kendi ellerinle ittiğin birisini gitti diye suçlayamazsın	0
27365	Bugün de tadımı kaçıracak şeyler oldu, şaşmadı her zamanki gibi	0
24479	@USER @USER Senin bildiğin 3.sınıf tarihi cambazlığı herkes biliyor paşam senin vizyonun hala emir altında kalanlardan,Tarih diye devam edelim diye atışacaksan İlber Ortaylı’dan önce Atatürk oku sonra Ahmet şerif izgörönden avucunuzda ki kelebek sonra devam ederiz...😁	1
23552	@USER dostum ben daha şaşırdım  valla eskiden hanımla birlikte içki soframızı kurardık keyifle maç izlerdik :( son 3 yıldır  maçtan bir saat önce migren ilacımı veriyor hanım öyle izliyorum. ne hale geldik illaki düzelecek ama bu şeklide değil sanırım #kalplerberaber	0
25908	benim minik kirpim 27 mi oluyo hayır	0
21624	@USER @USER İşte o yüzden demiştir emanuel demiştir ki   kadınların başını açalım   er geç modayıda sokarız kalçalarına   boyayıda cilayıda tımarıda   bar pavyonu sinemayıda tiyatroyuda soktuk mu beyinlerine birde mayo giydirir peşine pezevenk avcıları taktık mı   ABDULHAMİT hep ölü doğar arkedeşler!	1
25264	Mutluluğa giden yolda cevirme var	0
36911	İnsanlara merdivenin, kaldırımın,  yolun sağından yürümeyi öğretemediğimiz yetmemiş gibi,  şimdi bir de toplu taşıma araçlarında telefondan bangır bangır video izlememeyi öğretemediğimiz ortaya çıktı. 😬	0
33835	"Kuş ölür, sen uçuşu hatırla..." demiş Furuğ Ferruhzad.	0
27615	@USER Ethem sen ruhunu kime ve kaç paraya sattın?	1
40005	@USER Seni de haklı görüyorum herkes haklı	0
31428	@USER Canım sakso çekmek istiyorum sana	1
14046	HemenBahisten 10TLHerkese sabah akşam ağartılma bulut kocatmak	0
28684	@USER @USER @USER Düşmem için bir şey yap boşa düşmem ben	0
26827	@USER @USER @USER @USER @USER zeminli küflendirme paha biçilmez başını alıp gitmek @USER sahileştirme	0
45199	@USER Hocam geleceğe yönelik sektör yorumunuz ülkemiz icin	0
18653	@USER Bu CHP işi KURULTAYDAN BAŞKA BİŞEY YOK, KURULTAY KURULTAY KURULTAY KURULTAY DİYE DİYE KURUDU GİTTİ	1
36661	Çok aşığım kızlarıma off ne yapcam  #BounceBack	0
10928	@USER Kesinlikle! Ilk kez izledim adamı konuşma görüntü presantable olma 0 ayol	0
39191	Ferdiyi oynatmayacaksan hocam kirala. Her hocanın sikik egolarından bıktık a.q.	1
46171	"Gökyüzü... belki de insanlardan uzak olduğu için bu kadar güzeldir.’’	0
28544	#550AtanamayanSağlıkçıMecliste   Kırdığın o kalbi kadrola lütfen    @USER   @USER   @USER   @USER   @USER   @USER   @USER    @USER   @USER	0
25534	@USER Selam 43 yaşındayım dogma büyüme İzmirliyim ne ardıgını bilen ciftler aile kavramı olmazsa olmazımız her şey seks degil saygılarımla 04475912210	0
24605	yine ismini ilk defa duyanlarin tweetleriyle dolmuş burası #RefikDurbaş	0
34762	@USER Hepimize şerefsiz dedin farkındamısın? Ekrem bey zavallı dedi diye kıyamet koparıyorsun, bence de çaresizliğin getirdiği zavallılık bu.	1
36996	mansur miting falan bi seyler yap kocum ankara secimden cok uzak kaldi benim bu sekilde dans etmem lazim acilll	0
42407	@USER benim annem telefonumu almiyo rpme gelsene minjoon yapariz 😋 hatta yoongiyi atarsam yoonm*n 😋🥰	0
35401	@USER kediyim ama evcil değilim diyorum kızım inanmıyo musun	0
26947	Çocuk olmayın, kafanızı kullanın! Her kim ki Fatih Terim için G.Saray başkanı odur der, bilin ki en büyük Fatih Terim düşmanı odur! Bilin ki en büyük G.Saray düşmanı odur!	0
14476	@USER @USER Bizde bu evreye geçsek diyorum güzelim @USER	0
44993	Otogarlar bugün üniversiteye giden öğrencilerle dolu.. Annelerin hüznü yüzlerinden okunuyor babalar da çocuklarıyla o kadar gurur duyuyor ki bakışlarından belli. O yüzden gençler atacağınız her adımı önce Allahın rızasını sonra anne babanızın hakkını düşünerek atın	0
34895	Muhtar olduğunu bilmiyordum çek vur beni	0
11403	Bari 1 nisan şakası olarak seni seviyorum de	0
30815	......insanın sahife-i vechinde, cephesinde, cildinde, ellerinin içlerinde kalem-i kader ile pek çok çizgiler, hatlar, nakışlar, nişanlar yazılmıştır. Malûmdur ki insanın şu sahifelerinde yazılan o kelimeler, harfler, noktalar, harekeler, ruh-u insanîde bulunan manalara..RNK	0
25307	alın bu tagi bundan bi bok olmaz    #NefesLezzetler	1
14024	ya annem şekerleri saklayıp gitmiş kardeşimle olay yeri inceleme gibi bütün evi taradık yok kafayı yiycem nerede olabilir taktik verin	0
13509	@USER Pkk guzellemesi yapan birisine ne imzasi ey evrensel	1
43169	@USER @USER @USER @USER Sakin kardeşlerim sakin :) ben yeni gelen kardeşle beraber hepinize şunu söyleyip menşından ayrılayım, kadın hesap takibi yapmıyorum biliyorsunuz o yüzden tivitlerinizi görmüyorum, milli ve manevi değerlerimize ters düşmeyen tivitlerinizi rt etmem için dm atabilirsiniz	0
42058	ananeme gore sadece haset edenler nasihat edermiss	0
40209	@USER Kışın geceden yazın sabahtan bebeyim bunu böyle yapmayan köylüdür.....	1
29641	Keşke içimizdeki üzüntüyü anlata bilecek söz olsa keşke içimizdeki nefreti anlata bilecek güç olsa 😭😭😭	0
36436	@USER “İstiklal şavaşını, keşke kazanamasaydık” diyen imamın talihsiz konuşmasından farkı yok! 🙌	1
31351	Yaşar Alptekin Kadınlar Hakkındaki hadsiz,seviyesiz yorumlarını Dini istismarıyla SÜSLEMİŞ.Kadınlara bulaşmadan önce kendine bak Datlım başındaki Türbanla baya bir Süslümanlaşmışsın😈	1
33561	@USER Ya neden sevinmesin neyin kafası bu 90+6 da atilan gol beraberligi getiriyorsa dunyanin her yerinde sevinilir, biz 1-0 onde olsak ve 90+6 da gol yesek mac yine 1-1 bitse tabiki sevinmeyecektik kısaca burda sevindigimiz şey beraberlik degil son saniyede atılan gol.	0
40182	ben de 6yillik platonik oldugum kisi icin ünitercihini onun oldugu sehire yapmistim gittigimde sevgili yapmisti iste hayat boyledir💔💔💔💔	0
13520	@USER @USER @USER Reis bu ülkenin Devlet Başkanı ve Ak parti genel başkanı saygı duyacaksınız hergele	1
29184	@USER Ne yalan söyleyeyim bu haftalıkta fitil olarak görebilecegimiz 2960 aşağısi bi yer ihtimali hep var ancak; Ma200-ma1400 arası sıkışan bir btc grafiği görecez gibi bu yıl. Ekim başı kesisecekler tahminimce o noktada bi dip denemesi olabilir ama 3k alti haftalık kapanış zor.	0
23672	SANA DA İYİ GECELER  ELTİMİN GÖRÜMCESİ.	0
19353	@USER @USER @USER tanrı-güneş analojisinde güneşin ışınları karanlıktan önce soluklaşır ve ışınların aydınlığı olduğundan karanlıkta ışın yoktur. tanrının varlıkları tanrının güzelliğindendir. çirkinlikte yokluk bulunur. carmen'in varlığı güzelliğini gerektirir. yani carmen güzeldir.	0
39854	@USER @USER Aynen ya orayı atlamışım teşekkürle r	0
26250	exo gibi bir gruba sahip olduğu için sektörün yedi yirmi dört şükür etmesi gerekiyor	0
10084	İranlı hocaya ‘varlık içinde yokluk çekmek’ deyimini öğrettim bugün yaptığım en yararlı şey bu sanırım	0
15330	Evde  sürekli söylüyordu zaten gidicem gidicem diye seni görmüş ya bi keremden onu anlatıyordu 😂	0
23760	Kadın; ben Papatyayım dedi   Adam ; anlamadı   Kopardı yapraklarını    Tek tek   Seviyor   Sevmiyor   Diye.....	0
39722	@USER Heyy ağlama! İnş daha daha güzelleri senin olur. 💜	0
18700	Bu saatte uyumayanın ya kafası güzeldir yada odasında sivrisinek vardır	0
17027	@USER @USER @USER @USER @USER @USER Ne yapsın :)))))) Süryani şarabı isteyen.	0
19890	Tae için tag açmışız ana sanırım bundan sadece Jikook'erların haber yok. :/	0
16284	Kırılgan bir köprüden sana doğru yürüyorum. Beni tut, beni her şeye rağmen tut.	0
16980	Hala yan pas yapıyolar çıldırmamak elde değil inanılmaz	0
34651	@USER Yeterince hassasiyet gösterildi seçimlerde,desteklediğiniz parti seçim sonuçlarının tamamının sayılmasına karşı çıkmasa tekrar seçime gerek kalmayacaktı,neyi niye destekliyorsunuz biraz araştırın	0
19630	Irak'ta on binlerce Müslüman kadına tecavüz eden Amerikan askerleri ülkelerine sağ salim dönsünler diye dua eden "Ben" olduğum için, yaptırım krizine dair söz söyleme hakkım yok..	1
34667	anlatsam kesin olmayacak anlatmasam içim içimi yiyecek çelişkisi	0
30391	BAŞAKŞEHİR FENERBAHÇE maçına DEPLASMAN TRIBUNU  uygun fiyata ve yanyana biletleri bulunur İletişim için dm ‼️ #kombinenidevret #kombinedevir #kombine #biletdevir #fenerbahce  #kombine #devir #OkulAçık #fenerbahcebilet  #Kombinedevret #BiletDevret  #kombinetransfer  #passo	0
31192	@USER @USER @USER soyle de bisey var atakan erzak oyunda beste sifir yapinca kendini geri cekmeye basladi yusufu one atmaya basladi acin eski bolumleri izleyin	0
38811	İnsanlar nasıl bu kadar mutlu yaaa ;(	0
17697	12- propaganda ve çıplaklaşma yarışlarının çağdaşlık adıyla meşrulaştırılmasında hep çalınan imanımız, ahlakımız, nesillerimiz ve avuçlarımızın arasından yitirilen Eylül'lerimiz, Leyla'larımız ve Ufuk'larımızdı.     Bu böyledir, böyle bilinmelidir, böyle işlenmeli ve anlatılmalıdır	0
34249	@USER İmamoğlu gelince arapanız kesildi ondan dolayı mı acaba	1
36880	@USER yayın sırasında altta sürekli Erdoğan’ın sözleri geçiyor:)	0
37098	Hiç düşünmeden acı vermeden kendime eskileri atsam mesela olurmu ki la öyle	0
25652	Aynı cümleyle herkesi sevemezsin be be yim	0
20718	AMA SEN YİNE GÖNLÜNE GÖRE EĞLEN BENİ BOŞVER BENİM ACELEM VAR GİDİYORUM GERİ GELEMEM ...	0
13731	@USER Şartlar oluşmuş hükümet yapmış ne var bunda.iyide Türkiye’ye yaptırım uygulayın diye Avrupa yalvaran zihniyet bunu dese ne olur demese ne olur	0
20274	Haftaya kadro nasıl olur aklımda deli sorular?	0
13645	Ak parti ile Türkiye hayal edilemeyen yerlere geldi. Ah birde içerdeki vatan hainleri olmasa...	1
32900	Herkese iyi geceler büyük Beşiktaş taraftarı 🦅	0
33887	@USER Nuri Bilge'nin kış uykusunu izledim ve beğendim diğerlerini izleyip üstüne tekrar konuşmak isterim elbette canım çatıkatındaki yoldaşım :)	0
42369	Sn @USER Allah şifalar ihsan eylesin.   Bütün #KHK lıların, mazlum ve mağdurların duaları sizinle olsun. Sağlık Afiyet içersinde ülkeye dönerek hak arayış mücadelesine devam. iyiki varsınız.   @USER   @USER   #YaTedaviEdinYaTahliye	0
45101	Bi derdim yok tamamen keyfine	0
20755	Uyandım, sanki hayatı çok seviyormuş gibi	0
13286	Ben seninle toprağa girerim diyenleri çok gördüm, ben öyle diyenleri toprağa hep yalnız gömdüm.	0
46067	Bi de güzel gardaşım ;      Hayatın doğal olan bir seyri, bir akışı olmasını istiyorum. Buna müsaade etmeyenlere karşı doğal olarak bir öfkem ve bununla alakalı olarak da söyleyecek üç beş kelamım var. Bu yüzden burdayım.	0
30639	@USER @USER Tolga Bey'in sözü dindarca geldi. "Sana taş atana sen gül at". İfade özgürlüğünüzü savunmayacak birinin ifade özgürlüğünü savunursanız, sonuçta ifade özgürlüğünün aksini savunmuş olursunuz.	0
34449	@USER oh beee şükür 😂 bap ını da kaldırma ordan acaba bu mu dedim yani @USER kankama😉 onaylattım da anladım püü 😂	0
25616	korkuya kavgaya meydan verdiniz, işte o gün bugun eşgal tipiniz	0
27090	Şu hayatta o kadar şanssızım ki bazen şu an Eskişehir’e hızlı trenle gidiyorum ve tren trafik var diye durdu. Evet yanlış duymadınız, TRAFİK VAR DİYE	0
22152	@USER Saygılı ve sevmeyi bilen insan olmayı başarabilmiş insanları seviyorumm..	0
